Container is store 10000 languages:
Cartoon: name = ExRQwvmycn  year = 1945  legacy = PUPPET, calculation = 194.5
Documentary: name = IKkXrpd  year = 1997  duration = 71 , calculation = 285.29
Cartoon: name = fYHocVu  year = 1997  legacy = DRAW, calculation = 285.29
Cartoon: name = SNOZUMQ  year = 1997  legacy = PUPPET, calculation = 285.29
Cartoon: name = FhERhSp  year = 1997  legacy = DRAW, calculation = 285.29
Documentary: name = mEjAcYZ  year = 1997  duration = 87 , calculation = 285.29
Documentary: name = BYoSsTM  year = 1997  duration = 64 , calculation = 285.29
Fiction: name = nOMhTmy  year = 1997  director = cTjNF , quotient = 285.29
Documentary: name = bhTvsoz  year = 1997  duration = 84 , calculation = 285.29
Fiction: name = LtFttGL  year = 1997  director = uKqwdcN , quotient = 285.29
Fiction: name = UiQXNHf  year = 1997  director = UhoApRFT , quotient = 285.29
Documentary: name = iqRFnyS  year = 1997  duration = 63 , calculation = 285.29
Documentary: name = CGDKXVg  year = 1997  duration = 10 , calculation = 285.29
Cartoon: name = RUtgBeI  year = 1997  legacy = PLASTICINE, calculation = 285.29
Documentary: name = AyTjcCt  year = 1997  duration = 13 , calculation = 285.29
Documentary: name = DYOQOzF  year = 1997  duration = 51 , calculation = 285.29
Fiction: name = LEQbOqr  year = 1997  director = hMDxrfcO , quotient = 285.29
Fiction: name = dURKUBl  year = 1998  director = LTuVyfoS , quotient = 285.43
Fiction: name = PzDiRTV  year = 1998  director = mhAKgkzE , quotient = 285.43
Fiction: name = UkvKMrg  year = 1998  director = vNhKAFZB , quotient = 285.43
Cartoon: name = zAiiazJ  year = 1998  legacy = DRAW, calculation = 285.43
Fiction: name = RZvHqqd  year = 1998  director = zkBzCTBxYJ , quotient = 285.43
Documentary: name = gvQGXKe  year = 1998  duration = 56 , calculation = 285.43
Documentary: name = bEJWPmI  year = 1998  duration = 46 , calculation = 285.43
Fiction: name = dWjDhTd  year = 1998  director = xrOIB , quotient = 285.43
Documentary: name = HTowziG  year = 1998  duration = 97 , calculation = 285.43
Fiction: name = hjWwGGS  year = 1998  director = szOyIRNDqc , quotient = 285.43
Cartoon: name = tdiLZZa  year = 1998  legacy = PUPPET, calculation = 285.43
Fiction: name = ZjGcOPg  year = 1998  director = pCaswVJmq , quotient = 285.43
Cartoon: name = JcQRfFq  year = 1998  legacy = PUPPET, calculation = 285.43
Documentary: name = FXvfYIv  year = 1998  duration = 67 , calculation = 285.43
Cartoon: name = kmJdqvH  year = 1998  legacy = PLASTICINE, calculation = 285.43
Fiction: name = QEBAhjY  year = 1998  director = yXqsVoMH , quotient = 285.43
Documentary: name = ViBPGfG  year = 1998  duration = 73 , calculation = 285.43
Cartoon: name = WaoplHA  year = 1998  legacy = PUPPET, calculation = 285.43
Documentary: name = SSiWTux  year = 1998  duration = 68 , calculation = 285.43
Fiction: name = msNiyfE  year = 1998  director = duujg , quotient = 285.43
Fiction: name = LZKKgDc  year = 1998  director = QkuBrUpbU , quotient = 285.43
Cartoon: name = FygOGuC  year = 1998  legacy = DRAW, calculation = 285.43
Fiction: name = iwUNJlU  year = 1998  director = oSvgKFlKI , quotient = 285.43
Documentary: name = XhatVzo  year = 1998  duration = 59 , calculation = 285.43
Fiction: name = XxuvvOf  year = 1998  director = CtjxTW , quotient = 285.43
Fiction: name = ZTVuWUb  year = 1998  director = tGyNKNDkQN , quotient = 285.43
Fiction: name = QejiFvD  year = 1998  director = itTblPr , quotient = 285.43
Fiction: name = HlRgNEQ  year = 1998  director = JIfgt , quotient = 285.43
Cartoon: name = YsSEMUw  year = 1998  legacy = PLASTICINE, calculation = 285.43
Fiction: name = ElZqtzC  year = 1998  director = uMYRxb , quotient = 285.43
Documentary: name = bpBCWls  year = 1998  duration = 84 , calculation = 285.43
Cartoon: name = rLSXtNr  year = 1998  legacy = PUPPET, calculation = 285.43
Documentary: name = dvWUpwC  year = 1999  duration = 16 , calculation = 285.57
Fiction: name = mQhHUyg  year = 1999  director = yyMkgsrtu , quotient = 285.57
Documentary: name = iZifgyj  year = 1999  duration = 53 , calculation = 285.57
Documentary: name = JTWmisW  year = 1999  duration = 70 , calculation = 285.57
Fiction: name = tRIpQIp  year = 1999  director = aZWLZI , quotient = 285.57
Fiction: name = JcaSMFh  year = 1999  director = JQNigbu , quotient = 285.57
Cartoon: name = KAMYMJX  year = 1999  legacy = PLASTICINE, calculation = 285.57
Fiction: name = LPTlLag  year = 1999  director = LMjBiDKj , quotient = 285.57
Documentary: name = yqocDja  year = 1999  duration = 32 , calculation = 285.57
Cartoon: name = WhmoDbQ  year = 1999  legacy = DRAW, calculation = 285.57
Documentary: name = lidSmsA  year = 1999  duration = 36 , calculation = 285.57
Fiction: name = nZuRdQB  year = 1999  director = nIlWBeL , quotient = 285.57
Documentary: name = svGoJNQ  year = 1999  duration = 76 , calculation = 285.57
Fiction: name = lpulxbl  year = 1999  director = cQZfH , quotient = 285.57
Cartoon: name = XGsmnUX  year = 1999  legacy = DRAW, calculation = 285.57
Fiction: name = LdxiVVB  year = 1999  director = ZwDZAxlQt , quotient = 285.57
Cartoon: name = locGsDi  year = 1999  legacy = PLASTICINE, calculation = 285.57
Cartoon: name = DTfosjV  year = 1999  legacy = PLASTICINE, calculation = 285.57
Documentary: name = IOqDqQB  year = 1999  duration = 45 , calculation = 285.57
Documentary: name = NbHuvgz  year = 1999  duration = 37 , calculation = 285.57
Fiction: name = cjhXXwE  year = 1999  director = NBKHLSmkPC , quotient = 285.57
Documentary: name = UVLLYFP  year = 2000  duration = 77 , calculation = 285.71
Documentary: name = bgAlDjj  year = 2000  duration = 68 , calculation = 285.71
Documentary: name = rtqyHCe  year = 2000  duration = 14 , calculation = 285.71
Documentary: name = Ztnntff  year = 2000  duration = 15 , calculation = 285.71
Fiction: name = sbqxmLz  year = 2000  director = JYNgdq , quotient = 285.71
Cartoon: name = DxYcwaZ  year = 2000  legacy = PUPPET, calculation = 285.71
Documentary: name = SeavzTi  year = 2000  duration = 86 , calculation = 285.71
Fiction: name = NdXjqqG  year = 2000  director = sjbclS , quotient = 285.71
Fiction: name = bsJRssa  year = 2000  director = LMywidzq , quotient = 285.71
Documentary: name = yxJyaDY  year = 2000  duration = 93 , calculation = 285.71
Fiction: name = TjWRiDA  year = 2000  director = EyFEkBEtED , quotient = 285.71
Documentary: name = MrsrVga  year = 2000  duration = 41 , calculation = 285.71
Documentary: name = JYNOCaZ  year = 2000  duration = 72 , calculation = 285.71
Fiction: name = HbMRFew  year = 2000  director = ZlhguxBJQ , quotient = 285.71
Fiction: name = nDMLQrL  year = 2000  director = eKFWdtNR , quotient = 285.71
Fiction: name = thDHsvg  year = 2000  director = oSSiWdwdb , quotient = 285.71
Documentary: name = qzhAuOX  year = 2000  duration = 85 , calculation = 285.71
Fiction: name = jFHUzQM  year = 2000  director = JqYJm , quotient = 285.71
Cartoon: name = sLnxlVh  year = 2000  legacy = PUPPET, calculation = 285.71
Documentary: name = wBzSyqG  year = 2000  duration = 5 , calculation = 285.71
Fiction: name = UuPtcyG  year = 2001  director = jfOHxZNyfC , quotient = 285.86
Cartoon: name = ZBzTBax  year = 2001  legacy = PLASTICINE, calculation = 285.86
Fiction: name = EFAYgBt  year = 2001  director = noVvvmpK , quotient = 285.86
Cartoon: name = slHfiuA  year = 2001  legacy = PUPPET, calculation = 285.86
Fiction: name = cudbIuy  year = 2001  director = RAkHc , quotient = 285.86
Fiction: name = HmzAOIL  year = 2001  director = OvvMA , quotient = 285.86
Fiction: name = Jwowzcb  year = 2001  director = XoWKgS , quotient = 285.86
Cartoon: name = iaKDQHL  year = 2001  legacy = DRAW, calculation = 285.86
Cartoon: name = KgxYJrK  year = 2001  legacy = PLASTICINE, calculation = 285.86
Cartoon: name = pduTDzs  year = 2001  legacy = DRAW, calculation = 285.86
Cartoon: name = UAXamNG  year = 2001  legacy = PUPPET, calculation = 285.86
Documentary: name = BBEPJjl  year = 2001  duration = 55 , calculation = 285.86
Cartoon: name = ZLaDPLi  year = 2001  legacy = DRAW, calculation = 285.86
Documentary: name = XrasZdD  year = 2001  duration = 55 , calculation = 285.86
Cartoon: name = DICTupR  year = 2001  legacy = PLASTICINE, calculation = 285.86
Cartoon: name = dllfKmn  year = 2002  legacy = PUPPET, calculation = 286.0
Documentary: name = vBwvXPY  year = 2002  duration = 39 , calculation = 286.0
Fiction: name = pfNBaEI  year = 2002  director = ooabHWqKKj , quotient = 286.0
Cartoon: name = CkyMAyY  year = 2002  legacy = PUPPET, calculation = 286.0
Cartoon: name = nOvlOpc  year = 2002  legacy = PUPPET, calculation = 286.0
Documentary: name = PdiIiPG  year = 2002  duration = 19 , calculation = 286.0
Documentary: name = OslELTa  year = 2002  duration = 80 , calculation = 286.0
Documentary: name = BMwysRK  year = 2002  duration = 76 , calculation = 286.0
Documentary: name = rsqdfDW  year = 2002  duration = 14 , calculation = 286.0
Documentary: name = zniocyL  year = 2002  duration = 83 , calculation = 286.0
Documentary: name = CwMViEi  year = 2002  duration = 20 , calculation = 286.0
Documentary: name = EQKAXMU  year = 2002  duration = 88 , calculation = 286.0
Cartoon: name = mcUYxSo  year = 2002  legacy = DRAW, calculation = 286.0
Cartoon: name = BofzWUc  year = 2002  legacy = DRAW, calculation = 286.0
Documentary: name = MXGYHQR  year = 2002  duration = 78 , calculation = 286.0
Documentary: name = EpXkSnl  year = 2002  duration = 63 , calculation = 286.0
Cartoon: name = WtDsNxq  year = 2003  legacy = PLASTICINE, calculation = 286.14
Cartoon: name = wHRPVXp  year = 2003  legacy = PUPPET, calculation = 286.14
Fiction: name = kEcfdrd  year = 2003  director = hZXoc , quotient = 286.14
Fiction: name = TeBxeBi  year = 2003  director = WBFHNWQnTZ , quotient = 286.14
Fiction: name = uYGiEEO  year = 2003  director = cfnWatx , quotient = 286.14
Fiction: name = ZosohgG  year = 2003  director = sBcxZ , quotient = 286.14
Fiction: name = KzzctIS  year = 2003  director = owsXJhXV , quotient = 286.14
Cartoon: name = rwlyWkT  year = 2003  legacy = DRAW, calculation = 286.14
Documentary: name = SkkcZOo  year = 2003  duration = 81 , calculation = 286.14
Cartoon: name = hHVcggu  year = 2003  legacy = PLASTICINE, calculation = 286.14
Documentary: name = TsOJDGV  year = 2003  duration = 98 , calculation = 286.14
Cartoon: name = QILiWjz  year = 2003  legacy = PUPPET, calculation = 286.14
Fiction: name = UAuLmgm  year = 2003  director = EiPfhBIK , quotient = 286.14
Cartoon: name = LzJrHoy  year = 2003  legacy = DRAW, calculation = 286.14
Fiction: name = mvuYnLn  year = 2003  director = rucQVL , quotient = 286.14
Cartoon: name = cirGdzB  year = 2003  legacy = PLASTICINE, calculation = 286.14
Documentary: name = RVkSFUq  year = 2003  duration = 49 , calculation = 286.14
Fiction: name = nheAFKG  year = 2003  director = aebAy , quotient = 286.14
Cartoon: name = DITGMdF  year = 2003  legacy = PUPPET, calculation = 286.14
Cartoon: name = qnLvGfv  year = 2003  legacy = PLASTICINE, calculation = 286.14
Cartoon: name = wxsPVCM  year = 2003  legacy = PUPPET, calculation = 286.14
Cartoon: name = XKAWZqq  year = 2003  legacy = PUPPET, calculation = 286.14
Documentary: name = CBCZViM  year = 2003  duration = 26 , calculation = 286.14
Documentary: name = dZnRKvW  year = 2003  duration = 5 , calculation = 286.14
Fiction: name = bpMcbXO  year = 2004  director = yAoZgI , quotient = 286.29
Cartoon: name = glWUYqp  year = 2004  legacy = DRAW, calculation = 286.29
Cartoon: name = fQNarYK  year = 2004  legacy = PLASTICINE, calculation = 286.29
Fiction: name = XCVgZAU  year = 2004  director = aLzeNFm , quotient = 286.29
Cartoon: name = coLXMbn  year = 2004  legacy = PLASTICINE, calculation = 286.29
Fiction: name = soYdDyE  year = 2004  director = OnsbYsBT , quotient = 286.29
Cartoon: name = ztmJwAi  year = 2004  legacy = PLASTICINE, calculation = 286.29
Fiction: name = NVFMkSk  year = 2004  director = rmiJg , quotient = 286.29
Documentary: name = zblOyaL  year = 2004  duration = 53 , calculation = 286.29
Fiction: name = PRbBuvN  year = 2004  director = tmjpwKwzaD , quotient = 286.29
Fiction: name = CwxrOLo  year = 2004  director = ShJITZb , quotient = 286.29
Documentary: name = FOPcofs  year = 2004  duration = 36 , calculation = 286.29
Cartoon: name = OqNCeqM  year = 2004  legacy = PLASTICINE, calculation = 286.29
Documentary: name = OVlAJgD  year = 2004  duration = 68 , calculation = 286.29
Documentary: name = jVncNqX  year = 2004  duration = 40 , calculation = 286.29
Fiction: name = QHnSfXD  year = 2004  director = FBzxIQ , quotient = 286.29
Cartoon: name = JxQxYfG  year = 2004  legacy = DRAW, calculation = 286.29
Cartoon: name = uedeVOF  year = 2004  legacy = DRAW, calculation = 286.29
Cartoon: name = ieigBAn  year = 2004  legacy = PLASTICINE, calculation = 286.29
Documentary: name = BYCXmnf  year = 2004  duration = 50 , calculation = 286.29
Fiction: name = pJGOPNK  year = 2004  director = ELBgt , quotient = 286.29
Cartoon: name = IxnzOeR  year = 2004  legacy = PUPPET, calculation = 286.29
Cartoon: name = wUsfgmd  year = 2004  legacy = PLASTICINE, calculation = 286.29
Cartoon: name = GwGtdYl  year = 2005  legacy = PLASTICINE, calculation = 286.43
Fiction: name = zjFkjap  year = 2005  director = csHFiE , quotient = 286.43
Fiction: name = PbGyuUw  year = 2005  director = TZGntmeeg , quotient = 286.43
Cartoon: name = NeLpHCx  year = 2005  legacy = PLASTICINE, calculation = 286.43
Cartoon: name = vnAGNPd  year = 2005  legacy = DRAW, calculation = 286.43
Fiction: name = XGhBPDg  year = 2005  director = YrllkDRge , quotient = 286.43
Fiction: name = jSKDgVF  year = 2005  director = wLQuCjMP , quotient = 286.43
Fiction: name = hJnbSLp  year = 2005  director = UlJvBXL , quotient = 286.43
Cartoon: name = tfYhIhM  year = 2005  legacy = PUPPET, calculation = 286.43
Documentary: name = EhOqYre  year = 2005  duration = 88 , calculation = 286.43
Documentary: name = MawJJij  year = 2005  duration = 16 , calculation = 286.43
Documentary: name = vsAorxO  year = 2005  duration = 53 , calculation = 286.43
Fiction: name = KRaNaGa  year = 2005  director = PGKQe , quotient = 286.43
Fiction: name = CCGXySj  year = 2005  director = NGbac , quotient = 286.43
Documentary: name = WqRoSbv  year = 2005  duration = 36 , calculation = 286.43
Documentary: name = jzWZEYM  year = 2005  duration = 96 , calculation = 286.43
Cartoon: name = tHsMCpR  year = 2005  legacy = PUPPET, calculation = 286.43
Fiction: name = qOKEulX  year = 2005  director = zODBwLawiG , quotient = 286.43
Fiction: name = CiOMLvs  year = 2005  director = GHTarVsx , quotient = 286.43
Cartoon: name = UoqGORI  year = 2005  legacy = DRAW, calculation = 286.43
Documentary: name = bUnKIlK  year = 2005  duration = 79 , calculation = 286.43
Documentary: name = QwsHfWi  year = 2005  duration = 33 , calculation = 286.43
Cartoon: name = siIdigh  year = 2005  legacy = DRAW, calculation = 286.43
Cartoon: name = KHELCWP  year = 2005  legacy = PUPPET, calculation = 286.43
Documentary: name = zyWvLUK  year = 2005  duration = 16 , calculation = 286.43
Documentary: name = EIjuZaX  year = 2005  duration = 45 , calculation = 286.43
Cartoon: name = gdUgvpN  year = 2005  legacy = DRAW, calculation = 286.43
Documentary: name = rclntjm  year = 2005  duration = 33 , calculation = 286.43
Fiction: name = imZqNsV  year = 2006  director = paqcPifi , quotient = 286.57
Documentary: name = yTliSlV  year = 2006  duration = 91 , calculation = 286.57
Cartoon: name = piImaay  year = 2006  legacy = DRAW, calculation = 286.57
Documentary: name = lhxrAKc  year = 2006  duration = 15 , calculation = 286.57
Cartoon: name = zzAswgZ  year = 2006  legacy = DRAW, calculation = 286.57
Cartoon: name = FkDeEAT  year = 2006  legacy = PUPPET, calculation = 286.57
Documentary: name = jlhpMWg  year = 2006  duration = 88 , calculation = 286.57
Documentary: name = gUpWXcJ  year = 2006  duration = 5 , calculation = 286.57
Cartoon: name = ZCBRMbE  year = 2006  legacy = DRAW, calculation = 286.57
Cartoon: name = rIJJDIx  year = 2006  legacy = PUPPET, calculation = 286.57
Cartoon: name = OBWekaM  year = 2006  legacy = PUPPET, calculation = 286.57
Documentary: name = wVbmjgn  year = 2006  duration = 50 , calculation = 286.57
Cartoon: name = OJGcOCh  year = 2006  legacy = PUPPET, calculation = 286.57
Cartoon: name = OKbPFrP  year = 2006  legacy = PLASTICINE, calculation = 286.57
Documentary: name = gIRSeQk  year = 2006  duration = 33 , calculation = 286.57
Documentary: name = TWPkiAS  year = 2006  duration = 34 , calculation = 286.57
Documentary: name = QXpAqTY  year = 2006  duration = 94 , calculation = 286.57
Cartoon: name = OhoLzQC  year = 2006  legacy = PLASTICINE, calculation = 286.57
Documentary: name = kpFVsKI  year = 2006  duration = 72 , calculation = 286.57
Cartoon: name = NigaCTm  year = 2006  legacy = PUPPET, calculation = 286.57
Cartoon: name = UWCuDgH  year = 2006  legacy = DRAW, calculation = 286.57
Documentary: name = QTZUAsX  year = 2006  duration = 79 , calculation = 286.57
Cartoon: name = ZnAaRQl  year = 2006  legacy = PLASTICINE, calculation = 286.57
Cartoon: name = XiVasIt  year = 2006  legacy = PUPPET, calculation = 286.57
Fiction: name = FXYejYI  year = 2006  director = fGwTxtuEcS , quotient = 286.57
Fiction: name = LXTJuqX  year = 2006  director = nqBXLFg , quotient = 286.57
Fiction: name = TsDJXRd  year = 2006  director = HGazr , quotient = 286.57
Documentary: name = QCNThJV  year = 2006  duration = 45 , calculation = 286.57
Documentary: name = bAbxRAC  year = 2006  duration = 35 , calculation = 286.57
Cartoon: name = xlOvANh  year = 2007  legacy = DRAW, calculation = 286.71
Cartoon: name = GESOcwh  year = 2007  legacy = PLASTICINE, calculation = 286.71
Fiction: name = EhXCtLV  year = 2007  director = ZuFuK , quotient = 286.71
Cartoon: name = BKYEeyD  year = 2007  legacy = PUPPET, calculation = 286.71
Fiction: name = eVvnrcR  year = 2007  director = GzyDuIBtbO , quotient = 286.71
Documentary: name = gBcDLWN  year = 2007  duration = 46 , calculation = 286.71
Cartoon: name = fmXQBkr  year = 2007  legacy = PLASTICINE, calculation = 286.71
Documentary: name = LMIanHZ  year = 2007  duration = 42 , calculation = 286.71
Fiction: name = pzsMTbH  year = 2007  director = GHekS , quotient = 286.71
Fiction: name = dVCtdWP  year = 2007  director = vmRASRfitw , quotient = 286.71
Fiction: name = IFfFDxu  year = 2007  director = XIbcjOu , quotient = 286.71
Fiction: name = ItIQDoT  year = 2007  director = obTpKQwAY , quotient = 286.71
Documentary: name = zVczCVf  year = 2007  duration = 46 , calculation = 286.71
Cartoon: name = whWxbRi  year = 2007  legacy = PLASTICINE, calculation = 286.71
Cartoon: name = Dfwivjp  year = 2007  legacy = PUPPET, calculation = 286.71
Fiction: name = PuPJbzb  year = 2007  director = TrXCppdXka , quotient = 286.71
Fiction: name = gDJNRaL  year = 2007  director = HfNIZLS , quotient = 286.71
Documentary: name = RDYrcuj  year = 2007  duration = 90 , calculation = 286.71
Cartoon: name = tXHNgxr  year = 2007  legacy = DRAW, calculation = 286.71
Cartoon: name = NUjOBbg  year = 2007  legacy = DRAW, calculation = 286.71
Documentary: name = ELyhfVk  year = 2007  duration = 27 , calculation = 286.71
Fiction: name = AThjGwV  year = 2007  director = kNbhCMMsc , quotient = 286.71
Fiction: name = XBnhBNY  year = 2007  director = AKeOR , quotient = 286.71
Fiction: name = OilLuqm  year = 2007  director = ohghe , quotient = 286.71
Cartoon: name = ZuAlobM  year = 2007  legacy = PLASTICINE, calculation = 286.71
Cartoon: name = pUKvMhV  year = 2008  legacy = PUPPET, calculation = 286.86
Documentary: name = CLhAvrn  year = 2008  duration = 98 , calculation = 286.86
Documentary: name = kOJkWCN  year = 2008  duration = 83 , calculation = 286.86
Fiction: name = ChWKzbc  year = 2008  director = WumxzsoqLb , quotient = 286.86
Cartoon: name = ZEyAGlH  year = 2008  legacy = PUPPET, calculation = 286.86
Documentary: name = TEnhwJg  year = 2008  duration = 68 , calculation = 286.86
Cartoon: name = vHMTFiS  year = 2008  legacy = PUPPET, calculation = 286.86
Cartoon: name = VyxVwWK  year = 2008  legacy = PUPPET, calculation = 286.86
Cartoon: name = gUWKgYB  year = 2008  legacy = PUPPET, calculation = 286.86
Fiction: name = xoiGPkQ  year = 2008  director = HDjxG , quotient = 286.86
Documentary: name = IfctAbV  year = 2008  duration = 54 , calculation = 286.86
Cartoon: name = EsUUAlt  year = 2008  legacy = DRAW, calculation = 286.86
Documentary: name = fxAfCou  year = 2008  duration = 28 , calculation = 286.86
Fiction: name = mYmoJMi  year = 2008  director = zsxhk , quotient = 286.86
Fiction: name = kvRcGLt  year = 2008  director = MoCZvPWP , quotient = 286.86
Cartoon: name = COBbMNi  year = 2008  legacy = PUPPET, calculation = 286.86
Cartoon: name = LWdFBzp  year = 2008  legacy = PLASTICINE, calculation = 286.86
Fiction: name = OCTWLQW  year = 2008  director = cXGhXJ , quotient = 286.86
Cartoon: name = LccZRia  year = 2008  legacy = PUPPET, calculation = 286.86
Cartoon: name = VrwKrkl  year = 2008  legacy = DRAW, calculation = 286.86
Fiction: name = PSWsiJD  year = 2008  director = tDmjUxO , quotient = 286.86
Fiction: name = MktgRgt  year = 2008  director = aoUjkiW , quotient = 286.86
Documentary: name = eyfWssE  year = 2009  duration = 8 , calculation = 287.0
Documentary: name = mfIjUlf  year = 2009  duration = 18 , calculation = 287.0
Documentary: name = kSVyMJm  year = 2009  duration = 82 , calculation = 287.0
Cartoon: name = fwAAFTU  year = 2009  legacy = DRAW, calculation = 287.0
Cartoon: name = IQDWLVm  year = 2009  legacy = PLASTICINE, calculation = 287.0
Cartoon: name = gKMMsWn  year = 2009  legacy = DRAW, calculation = 287.0
Cartoon: name = SOfpuFR  year = 2009  legacy = PUPPET, calculation = 287.0
Fiction: name = iDhsSEP  year = 2009  director = VsPBiKxDy , quotient = 287.0
Documentary: name = cerfYLh  year = 2009  duration = 99 , calculation = 287.0
Documentary: name = trTqUOc  year = 2009  duration = 99 , calculation = 287.0
Documentary: name = QycjfXU  year = 2009  duration = 56 , calculation = 287.0
Fiction: name = IeJpfFH  year = 2009  director = yurPMB , quotient = 287.0
Documentary: name = aDVymoG  year = 2009  duration = 92 , calculation = 287.0
Cartoon: name = AehWwnE  year = 2009  legacy = DRAW, calculation = 287.0
Documentary: name = TNkwUuA  year = 2009  duration = 15 , calculation = 287.0
Documentary: name = xFLQyUM  year = 2009  duration = 30 , calculation = 287.0
Cartoon: name = CHzHXXt  year = 2009  legacy = PLASTICINE, calculation = 287.0
Cartoon: name = lQrUzWN  year = 2009  legacy = PUPPET, calculation = 287.0
Cartoon: name = BEwFAgJ  year = 2009  legacy = PLASTICINE, calculation = 287.0
Documentary: name = NYqPLUt  year = 2009  duration = 67 , calculation = 287.0
Documentary: name = pbxSpyJ  year = 2009  duration = 79 , calculation = 287.0
Fiction: name = YLpZfST  year = 2009  director = oYVDja , quotient = 287.0
Cartoon: name = bIhotju  year = 2010  legacy = DRAW, calculation = 287.14
Fiction: name = zWLFAlk  year = 2010  director = dcKNo , quotient = 287.14
Documentary: name = nRsqGPz  year = 2010  duration = 15 , calculation = 287.14
Documentary: name = fvxIkda  year = 2010  duration = 78 , calculation = 287.14
Fiction: name = qbEmzjy  year = 2010  director = JAsFfwuQV , quotient = 287.14
Documentary: name = XBoeLIZ  year = 2010  duration = 80 , calculation = 287.14
Fiction: name = bwfkYyY  year = 2010  director = mfcuuuY , quotient = 287.14
Documentary: name = NDqytzE  year = 2010  duration = 89 , calculation = 287.14
Fiction: name = fLhfQbH  year = 2010  director = SQceoCNW , quotient = 287.14
Cartoon: name = ZPnPxgb  year = 2010  legacy = DRAW, calculation = 287.14
Cartoon: name = ODRbQaC  year = 2010  legacy = PUPPET, calculation = 287.14
Fiction: name = edxnSqP  year = 2010  director = lpPlSa , quotient = 287.14
Cartoon: name = AJJjiWw  year = 2010  legacy = DRAW, calculation = 287.14
Cartoon: name = qVgxwuj  year = 2010  legacy = PLASTICINE, calculation = 287.14
Cartoon: name = UHOicuj  year = 2010  legacy = DRAW, calculation = 287.14
Fiction: name = AUbUQSR  year = 2010  director = uTFAdCwt , quotient = 287.14
Fiction: name = oAijslR  year = 2010  director = LQuPd , quotient = 287.14
Documentary: name = ZubCksh  year = 2010  duration = 46 , calculation = 287.14
Documentary: name = xCfZDaH  year = 2010  duration = 59 , calculation = 287.14
Cartoon: name = TNCBBXv  year = 2010  legacy = DRAW, calculation = 287.14
Cartoon: name = qqAZhyi  year = 2011  legacy = PUPPET, calculation = 287.29
Documentary: name = RoficET  year = 2011  duration = 52 , calculation = 287.29
Documentary: name = DqJVQKN  year = 2011  duration = 41 , calculation = 287.29
Cartoon: name = wgNQAHY  year = 2011  legacy = PUPPET, calculation = 287.29
Documentary: name = eYEmsse  year = 2011  duration = 61 , calculation = 287.29
Documentary: name = jWRzcAw  year = 2011  duration = 70 , calculation = 287.29
Documentary: name = avRnpvb  year = 2011  duration = 45 , calculation = 287.29
Documentary: name = AMNlpaG  year = 2011  duration = 70 , calculation = 287.29
Cartoon: name = bWHerAj  year = 2011  legacy = PUPPET, calculation = 287.29
Cartoon: name = AsgGEWq  year = 2011  legacy = PLASTICINE, calculation = 287.29
Cartoon: name = gBihHfc  year = 2011  legacy = PLASTICINE, calculation = 287.29
Fiction: name = MIHBKJR  year = 2011  director = iGrFPz , quotient = 287.29
Cartoon: name = IVwJylY  year = 2011  legacy = DRAW, calculation = 287.29
Cartoon: name = yxyjtkQ  year = 2011  legacy = DRAW, calculation = 287.29
Documentary: name = zdSScKI  year = 2011  duration = 76 , calculation = 287.29
Documentary: name = nFQyMPm  year = 2011  duration = 67 , calculation = 287.29
Fiction: name = vxeXsLD  year = 2011  director = FAsgat , quotient = 287.29
Cartoon: name = kAtKMNm  year = 2011  legacy = DRAW, calculation = 287.29
Documentary: name = TkVRrQd  year = 2012  duration = 85 , calculation = 287.43
Documentary: name = UqzwCMP  year = 2012  duration = 89 , calculation = 287.43
Cartoon: name = MFsbRpd  year = 2012  legacy = DRAW, calculation = 287.43
Cartoon: name = kFUkqqv  year = 2012  legacy = PLASTICINE, calculation = 287.43
Cartoon: name = pxkOnBB  year = 2012  legacy = PUPPET, calculation = 287.43
Documentary: name = FHOIlTf  year = 2012  duration = 72 , calculation = 287.43
Fiction: name = islXckW  year = 2012  director = GRdDRLXrC , quotient = 287.43
Fiction: name = cUsvQSD  year = 2012  director = nqgOvmKm , quotient = 287.43
Cartoon: name = iMcWvRj  year = 2012  legacy = PLASTICINE, calculation = 287.43
Fiction: name = yejtbdr  year = 2012  director = qnSYdZrBXE , quotient = 287.43
Documentary: name = ZLglxlr  year = 2012  duration = 20 , calculation = 287.43
Fiction: name = YYepmPh  year = 2012  director = JHiml , quotient = 287.43
Cartoon: name = HfmQFKj  year = 2012  legacy = DRAW, calculation = 287.43
Documentary: name = FShnNsb  year = 2012  duration = 27 , calculation = 287.43
Cartoon: name = KszDryY  year = 2012  legacy = DRAW, calculation = 287.43
Fiction: name = zjoMGXd  year = 2012  director = PKFVSz , quotient = 287.43
Cartoon: name = PHbmwhU  year = 2012  legacy = PUPPET, calculation = 287.43
Fiction: name = kRYXuLO  year = 2013  director = EeAmJq , quotient = 287.57
Fiction: name = pQsybJQ  year = 2013  director = KMqgSEStD , quotient = 287.57
Documentary: name = XwqJbKc  year = 2013  duration = 94 , calculation = 287.57
Documentary: name = vLEyVXI  year = 2013  duration = 33 , calculation = 287.57
Documentary: name = mzZjIrY  year = 2013  duration = 18 , calculation = 287.57
Fiction: name = eApFFaV  year = 2013  director = MVzPV , quotient = 287.57
Documentary: name = EONIPOv  year = 2013  duration = 67 , calculation = 287.57
Fiction: name = QbFzlSq  year = 2013  director = seyJNdp , quotient = 287.57
